DATE,AIRCRAFT MAKE & MODEL,AIRCRAFT IDENT,ROUTE OF FLIGHT,LEGS,DURATION,LANDINGS DAY,LANDINGS NIGHT,NIGHT,INSTRUMENT,APPROACHES & TYPE,CROSS COUNTRY,SECOND IN COMMAND,PILOT IN COMMAND,SIMULATED INSTRUMENT,INSTRUCTOR,DUAL,REMARKS,SIMULATOR,SOLO,FLIGHT COST,EXPENSES
1/21/2007,PA28-180,15946,AXH-AXH,1,1.4,12,,,,,,,1.4,,1.4,,,,,,
1/21/2007,C172,99329,AXH-GLS-AXH,1,1.9,3,,,,2,,,1.9,,1.9,,,,,,
1/21/2007,C172,172BJ,AXH-AXH,1,1.5,6,,,,,,,1.5,,1.5,,,,,,
1/22/2007,C172,172BJ,AXH-AXH,1,1.7,3,,,,2,,,1.7,,1.7,,,,,,
1/22/2007,C172,172BJ,AXH-AXH,1,0.4,1,,,,,,,0.4,,,,,,,,
1/22/2007,PA28R-200,3023K,AXH-SGR-AXH,1,1.2,2,,,,,,,1.2,,,,,,,,
1/22/2007,C172,172BJ,AXH-AXH,1,0.9,1,,,0.6,,,,0.9,,0.9,,,,,,
1/23/2007,C172,99329,AXH-AXH,1,1.4,2,,,0.4,2,,,1.4,,1.4,,,,,,
1/23/2007,C172,99329,AXH-LBX-GLS-AXH,1,1.8,2,,,1.5,3,,,1.8,,1.8,,,,,,
1/23/2007,PA28R-200,3023K,AXH-AXH,1,1.1,7,,,,,,,1.1,,1.1,,,,,,
1/23/2007,PA28-180,15946,AXH-AXH,1,0.7,8,,,,,,,0.7,,0.7,,,,,,
1/24/2007,C172,99329,AXH-GLS-LBX-AXH,1,1.9,2,,,0.8,3,,,1.9,,1.9,,,,,,
1/24/2007,C172,99329,AXH-LBX-SGR-AXH,1,1,2,,,0.8,2,,,1,,1,,,,,,
1/24/2007,C172,99329,AXH-GLS-LBX-SGR-AXH,1,1.9,2,,,0.8,3,,,1.9,,1.9,,,,,,
1/24/2007,C172,99329,AXH-LBX-SGR-AXH,1,1,2,,,0.8,2,,,1,,1,,,,,,
1/25/2007,PA28R-200,3023K,AXH-AXH,1,1.5,7,,,,,,,1.5,,1.5,,,,,,
1/25/2007,C172,99329,AXH-LBX-GLS-AXH,1,1.8,2,,,,2,,,1.8,,1.8,,,,,,
1/25/2007,C172,99329,AXH-GLS-LBX-AXH,1,1.6,2,,,,2,,,1.6,,1.6,,,,,,
1/25/2007,PA28R-200,3023K,AXH-AXH,1,1.5,1,,,,2,,,1.5,,1.5,,,,,,
1/25/2007,C172,99329,AXH-GLS-AXH,1,1.8,2,,,,,,,1.8,,1.8,,,,,,
1/26/2007,C172,99329,AXH-GLX-LBX-AXH,1,1.6,2,,,,,,,1.6,,1.6,,,,,,
1/26/2007,C172,172BJ,AXH-AXH,1,0.8,2,,,,,,,0.8,,0.8,,,,,,
1/26/2007,C172,172BJ,AXH-LBX-AXH,1,1.8,4,,,,,,,1.8,,1.8,,,,,,
1/26/2007,C172,172BJ,AXH-AXH,1,1.3,2,,,,,,,1.3,,1.3,,,,,,
1/26/2007,C172,99329,AXH-SGR-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
1/26/2007,C172,99329,AXH-AXH,1,1.6,2,,,,,,,1.6,,1.6,,,,,,
1/26/2007,C172,99329,AXH-AXH,1,1.1,2,,,,,,,1.1,,1.1,,,,,,
1/27/2007,PA28-180,15946,AXH-AXH,1,1.2,8,,,,,,,1.2,,1.2,,,,,,
1/27/2007,PA28-180,15946,AXH-AXH,1,1,2,,,,,,,1,,1,,,,,,
1/28/2007,C172,99329,AXH-GLS-AXH,1,1.5,3,,,,2,,,1.5,,1.5,,,,,,
1/28/2007,C172,172BJ,AXH-AXH,1,1.6,3,,,,,,,1.6,,1.6,,,,,,
1/28/2007,C172,172BJ,AXH-AXH,1,0.9,2,,,,,,,0.9,,0.9,,,,,,
1/29/2007,C172,99329,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
1/29/2007,C172,99329,AXH-GLS-AXH,1,1.3,2,,,,2,,,1.3,,1.3,,,,,,
1/30/2007,C172,99329,AXH-GLS-LBX-SGR-AXH,1,1.6,1,,,1.5,4,,,1.6,,1.6,,,,,,
1/31/2007,C172,99329,AXH-SGR-AXH,1,1.3,1,,,1.1,3,,,1.3,,1.3,,,,,,
2/2/2007,PA28-180,15946,AXH-LBX-AXH,1,1,1,,,0.7,2,,,1,,1,,,,,,
2/2/2007,PA28R-200,3023K,AXH-AXH,1,1.2,6,,,,,,,1.2,,1.2,,,,,,
2/2/2007,PA28R-200,3023K,AXH-AXH,1,2.1,10,,,,,,,2.1,,2.1,,,,,,
2/2/2007,PA28R-200,3023K,AXH-AXH,1,1.5,4,,,,,,,1.5,,1.5,,,,,,
2/3/2007,PA28R-200,3023K,AXH-AXH,1,1.5,4,,,,,,,1.5,,1.5,,,,,,
2/3/2007,C172,172BJ,AXH-AXH,1,1.9,2,,,,,,,1.9,,1.9,,,,,,
2/3/2007,PA28-180,15946,AXH-SGR-AXH,1,2.1,6,,,,,,,2.1,,2.1,,,,,,
2/4/2007,PA28R-200,3023K,AXH-AXH,1,1.6,4,,,,,,,1.6,,1.6,,,,,,
2/4/2007,PA28-180,15946,AXH-SGR-AXH,1,1.6,2,,,,2,,,1.6,,1.6,,,,,,
2/4/2007,PA28-180,15946,AXH-0O7-T54-SGR-AXH,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
2/5/2007,C172,99329,AXH-SGR-AXH,1,1.7,1,,,,2,,,1.7,,1.7,,,,,,
2/5/2007,C172,99329,AXH-SGR-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
2/6/2007,C172,99329,AXH-AUS-AXH,1,2.6,1,,,0.8,1,2.6,,2.6,,2.6,,,,,,
2/6/2007,C172,99329,AXH-GLS-LBX-AXH,1,1.7,1,,,0.6,2,,,1.4,,1.4,,,,,,
2/6/2007,C172,172BJ,AXH-AXH,1,1.7,1,,,,,,,1.7,,1.7,,,,,,
2/7/2007,PA28-180,15946,AXH-SGR-AXH,1,1.3,1,,,0.2,2,,,1.3,,1.3,,,,,,
2/7/2007,C172,172BJ,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
2/8/2007,PA28R-200,3023K,AXH-GLS-LBX-LVJ-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
2/8/2007,C172,172BJ,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
2/8/2007,PA28R-200,3023K,AXH-AXH,1,1.9,1,,,,,,,1.9,,1.9,,,,,,
2/10/2007,PA28-180,15946,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
2/10/2007,C172,99329,AXH-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
2/10/2007,C172,99329,AXH-LBX-AXH,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
2/11/2007,C172,172BJ,AXH-LBX-AXH,1,2,1,,,,,,,2,,2,,,,,,
2/11/2007,PA28-180,15946,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
2/13/2007,PA28R-200,3023K,AXH-EFD-GLS-IWS-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
2/13/2007,PA28-180,15946,AXH-SGR-AXH,1,0.5,1,,,,,,,0.5,,0.5,,,,,,
2/13/2007,C172,99329,AXH-SGR-AXH,1,2,1,,,,,,,2,,2,,,,,,
2/15/2007,C172,99329,AXH-SGR-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
2/15/2007,C172,99329,AXH-ADS-AXH,1,4.8,1,,,0.5,2,4.8,,4.8,,4.8,,,,,,
2/16/2007,C172,99329,AXH-LFK-CLL-AXH,1,4.2,1,,,,,4.2,,4.2,,4.2,,,,,,
2/16/2007,C172,99329,AXH-AXH,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
2/17/2007,C172,172BJ,AXH-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
2/17/2007,C172,172BJ,AXH-LBX-AXH,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
2/17/2007,PA28-180,15946,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
2/18/2007,C172,172BJ,AXH-AXH,1,1.9,1,,,,,,,1.9,,1.9,,,,,,
2/18/2007,PA28-180,15946,AXH-AXH,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
2/19/2007,C172,172BJ,AXH-LFK-CLL-AXH,1,4.6,1,,,0.5,3,4.6,,4.6,,4.6,,,,,,
2/19/2007,C172,172BJ,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
2/20/2007,C172,99329,AXH-SGR-AXH,1,1.6,1,,,0.6,3,,,1.6,,1.6,,,,,,
2/20/2007,C172,172BJ,AXH-AXH,1,1.7,1,,,,,,,1.7,,1.7,,,,,,
2/21/2007,C172,99329,AXH-GLS-LBX-AXH,1,1.8,1,,,0.4,3,,,1.8,,1.8,,,,,,
2/21/2007,C172,99329,AXH-SGR-AXH,1,1.2,1,,,0.2,2,,,1.2,,1.2,,,,,,
2/21/2007,PA28-180,15946,AXH-AXH,1,0.5,1,,,,,,,0.5,,0.5,,,,,,
2/21/2007,C172,172BJ,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
2/21/2007,PA28-180,15946,AXH-AXH,1,1.3,1,10,,,,,,1.3,,1.3,,,,,,
2/22/2007,C172,172BJ,AXH-GLS-LBX-AXH,1,1.6,1,,,0.5,3,,,1.6,,1.6,,,,,,
2/22/2007,C172,99329,AXH-GLS-LBX-AXH,1,1.9,1,,,0.4,3,,,1.9,,1.9,,,,,,
2/22/2007,C172,99329,AXH-SGR-AXH,1,1.4,1,,,0.2,2,,,1.4,,1.4,,,,,,
2/23/2007,C172,99329,AXH-AXH,1,2,1,,,1.8,3,,,2,,2,,,,,,
2/23/2007,C152,67503,AXH-AXH,1,0.8,1,,,,,,,0.8,,0.8,,,,,,
2/25/2007,C172,172BJ,AXH-AXH,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
2/25/2007,C152,67503,AXH-AXH,1,1,1,,,,,,,1,,1,,,,,,
2/25/2007,C172,99329,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
2/27/2007,C152,67503,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
2/27/2007,C172,99329,AXH-AXH,1,1,1,,,,,,,1,,1,,,,,,
2/27/2007,C172,99329,AXH-SGR-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
2/28/2007,C172,99329,AXH-GLS-AXH,1,1.6,1,,,0.6,1,,,1.6,,1.6,,,,,,
2/28/2007,C172,99329,AXH-AXH,1,1.9,1,,,1.6,3,,,1.9,,1.9,,,,,,
3/1/2007,C172,99329,AXH-GLS-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
3/1/2007,C172,99329,AXH-AXH,1,1.9,1,,,,,,,1.9,,1.9,,,,,,
3/2/2007,PA28R-200,3023K,AXH-AXH,1,2.2,1,,,,,,,2.2,,2.2,,,,,,
3/3/2007,C172,99329,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
3/3/2007,PA28-180,15946,AXH-11R-AXH,1,1.9,1,,,,,1.9,,1.9,,1.9,,,,,,
3/3/2007,PA28-180,15946,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
3/4/2007,C172,99329,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
3/4/2007,PA28-180,15946,AXH-VCT-AXH,1,2.8,1,2,2.8,,,2.8,,2.8,,2.8,,,,,,
3/5/2007,C172,99329,AXH-GLS-LBX-AXH,1,1.9,1,,,,,,,1.9,,1.9,,,,,,
3/6/2007,C172,99329,AXH-GLS-LBX-AXH,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
3/6/2007,PA28R-200,3023K,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
3/6/2007,PA28R-200,3023K,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
3/7/2007,C172,172BJ,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
3/7/2007,C172,99329,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
3/7/2007,C172,172BJ,AXH-PSX-AXH,1,1.7,1,2,1.7,,,1.7,,1.7,,1.7,,,,,,
3/8/2007,C172,99329,AXH-LFK-CLL-AXH,1,4.1,1,,,0.6,,4.1,,4.1,,4.1,,,,,,
3/9/2007,PA28R-200,3023K,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
3/9/2007,C172,99329,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
3/10/2007,C172,99329,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
3/10/2007,PA28R-200,3023K,AXH-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
3/10/2007,PA28R-200,3023K,AXH-LBX-AXH,1,3,1,,,,,,,3,,3,,,,,,
3/10/2007,C172,99329,AXH-HOU-AXH,1,1.2,,3,1.2,,,,,1.2,,1.2,,,,,,
3/11/2007,C172,99329,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
3/11/2007,C172,99329,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
3/11/2007,PA28R-200,3023K,AXH-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
3/12/2007,C172,99329,AXH-GLS-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
3/12/2007,PA28R-200,3023K,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
3/14/2007,C172,99329,AXH-GLS-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
3/14/2007,C172,99329,AXH-GLS-AXH,1,2.1,1,,,,,,,2.1,,2.1,,,,,,
3/15/2007,C172,99329,AXH-GLS-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
3/16/2007,C172,99329,AXH-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
3/16/2007,C172,99329,AXH-AXH,1,1,1,,,,,,,1,,1,,,,,,
3/16/2007,C172,99329,AXH-AXH1,1,1.7,1,,,,,,,1.7,,1.7,,,,,,
3/16/2007,C172,99329,AXH-AXH,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
3/17/2007,C172,172BJ,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
3/17/2007,C172,172BJ,AXH-PSX-AXH,1,2.4,1,,,,,2.4,,2.4,,2.4,,,,,,
3/18/2007,C172,959SP,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
3/18/2007,C172,99329,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
3/18/2007,C172,959SP,AXH-AXH,1,1,1,,,,,,,1,,1,,,,,,
3/19/2007,PA28R-200,3023K,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
3/19/2007,PA28R-200,3023K,AXH-AXH,1,2.3,1,,,,,,,2.3,,2.3,,,,,,
3/20/2007,C172,99329,AXH-AXH,1,1,1,,,,,,,1,,1,,,,,,
3/20/2007,C172,172BJ,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
3/21/2007,C152,6023Q,AXH-AXH,1,0.6,1,,,,,,,0.6,,0.6,,,,,,
3/23/2007,C172,172BJ,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
3/24/2007,C172,172BJ,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
3/24/2007,C172,99329,AXH-AXH,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
3/25/2007,PA28-180,15946,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
3/26/2007,C172,172BJ,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
3/27/2007,C152,6023Q,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
3/27/2007,C172,172BJ,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
3/27/2007,C172,172BJ,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
3/28/2007,C172,172BJ,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
3/28/2007,PA28R-200,3023K,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
3/28/2007,C172,99329,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
3/29/2007,C172,172BJ,AXH-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
3/30/2007,C172,172BJ,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
3/30/2007,C172,959SP,AXH-SGR-AXH,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
4/1/2007,C152,6023Q,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/2/2007,C172,959SP,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
4/2/2007,PA28R-200,3023K,AXH-AXH,1,1.7,1,,,,,,,1.7,,1.7,,,,,,
4/3/2007,C172,172BJ,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
4/3/2007,C172,959SP,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
4/4/2007,C152,67503,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
4/4/2007,PA28R-200,3023K,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/4/2007,C172,172BJ,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/6/2007,C152,67503,AXH-AXH,1,1.7,1,,,,,,,1.7,,1.7,,,,,,
4/6/2007,PA28R-200,3023K,AXH-AXH,1,2.1,1,,,,,,,2.1,,2.1,,,,,,
4/6/2007,C172,172BJ,AXH-LBX-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
4/7/2007,C172,99329,AXH-T34-AXH,1,0.6,1,,,,,,,0.6,,0.6,,,,,,
4/7/2007,PA28R-200,3023K,T34-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
4/7/2007,C172,172BJ,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
4/9/2007,C172,959SP,AXH-LBX-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
4/9/2007,C172,172BJ,AXH-AXH,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
4/10/2007,PA28R-200,3023K,AXH-LBX-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/11/2007,C172,172BJ,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
4/11/2007,PA28-180,15946,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
4/11/2007,C172,99329,AXH-AXH,1,0.8,1,,,,,,,0.8,,0.8,,,,,,
4/12/2007,PA28R-200,3023K,AXH-SGR-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
4/13/2007,C172,172BJ,AXH-AXH,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
4/15/2007,C172,99329,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
4/15/2007,C172,172BJ,AXH-SGR-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
4/15/2007,C172,172BJ,AXH-SGR-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
4/15/2007,PA28R-200,3023K,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/16/2007,C152,6029Q,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
4/17/2007,PA28R-200,3023K,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
4/17/2007,C152,6029Q,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
4/17/2007,PA28R-200,3023K,AXH-SGR-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
4/17/2007,C172,172BJ,AXH-AXH,1,0.4,1,,,,,,,0.4,,0.4,,,,,,
4/18/2007,PA28R-200,3023K,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/18/2007,C172,172BJ,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
4/18/2007,C152,67503,AXH-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
4/18/2007,C172,99329,AXH-AXH,1,0.4,1,,,,,,,0.4,,0.4,,,,,,
4/18/2007,PA28-180,15946,AXH-LBX-AXH,1,2.2,1,,,,,,,2.2,,2.2,,,,,,
4/19/2007,PA28R-200,3023K,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
4/19/2007,C152,67503,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/20/2007,PA28R-200,3023K,AXH-LBX-AXH,1,1.7,1,,,,,,,1.7,,1.7,,,,,,
4/20/2007,C152,67503,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/20/2007,C172,99329,AXH-AXH,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
4/20/2007,C172,172BJ,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/21/2007,C152,67503,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/21/2007,PA28-180,15946,AXH-AXH,1,0.4,1,,,,,,,0.4,,0.4,,,,,,
4/21/2007,C172,172BJ,AXH-LBX-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/21/2007,PA28R-200,3023K,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/21/2007,PA28R-200,3023K,AXH-AXH,1,1.9,1,,,,,,,1.9,,1.9,,,,,,
4/22/2007,C172,99329,AXH-PSX-AXH,1,1.7,1,,,,,1.7,,1.7,,1.7,,,,,,
4/22/2007,C172,172BJ,AXH-LBX-AXH,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
4/22/2007,C172,172BJ,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
4/23/2007,PA28R-200,3023K,AXH-LBX-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
4/23/2007,C172,172BJ,AXH-SGR-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/23/2007,C172,172BJ,AXH-LBX-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
4/26/2007,C172,172BJ,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/26/2007,C172,172BJ,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/26/2007,C152,67503,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
4/26/2007,C172,172BJ,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
4/27/2007,PA28R-200,3023K,AXH-AXH,1,0.4,1,,,,,,,0.4,,0.4,,,,,,
4/27/2007,C152,67503,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
4/27/2007,C172,172BJ,AXH-AXH,1,1,1,,,,,,,1,,1,,,,,,
4/27/2007,C172,99329,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
4/29/2007,C172,172BJ,AXH-LBX-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
4/29/2007,C172,99329,AXH-AXH,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
4/29/2007,C172,172BJ,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
4/29/2007,C172,172BJ,AXH-AXH,1,1,1,,,,,,,1,,1,,,,,,
4/30/2007,C172,172BJ,AXH-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
4/30/2007,C172,172BJ,AXH-AXH,1,1,1,,,,,,,1,,1,,,,,,
5/1/2007,C172,172BJ,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
5/1/2007,C172,172BJ,AXH-SGR-AXH,1,1.7,1,,,,,,,1.7,,1.7,,,,,,
5/2/2007,C172,172BJ,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
5/2/2007,PA28-180,15946,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
5/3/2007,C172,99329,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
5/3/2007,C172,172BJ,AXH-SGR-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
5/4/2007,C172,172BJ,AXH-SGR-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
5/5/2007,C172,172BJ,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
5/5/2007,C172,172BJ,AXH-AXH,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
5/5/2007,PA28R-200,3023K,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
5/7/2007,BE58,742LB,AXH-IWS,1,0.7,1,,,,,,,0.7,,,,,,,,
5/7/2007,C172,172BJ,AXH-AXH,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
5/7/2007,C172,172BJ,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
5/8/2007,PA28R-200,3023K,AXH-SGR-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
5/8/2007,C172,172BJ,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
5/8/2007,C152,6209Q,AXH-AXH,1,0.5,1,,,,,,,0.5,,0.5,,,,,,
5/8/2007,C172,172BJ,AXH-SGR-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
5/9/2007,C152,6209Q,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
5/9/2007,C172,172BJ,AXH-LBX-AXH,1,1.7,1,,,,,,,1.7,,1.7,,,,,,
5/9/2007,C172,99329,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
5/9/2007,PA28R-200,3023K,AXH-GLS-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
5/10/2007,C172,99329,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
5/11/2007,C172,99329,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
5/11/2007,C172,99329,AXH-AXH,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
5/12/2007,C172,172BJ,AXH-LBX-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
5/12/2007,C152,6209Q,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
5/12/2007,PA28R-200,3023K,AXH-AXH,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
5/13/2007,C172,99329,AXH-GLS-AXH,1,1.7,1,,,,,,,1.7,,1.7,,,,,,
5/13/2007,PA28R-200,3023K,AXH-SGR-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
5/13/2007,PA28R-200,3023K,AXH-AXH,1,1,1,,,,,,,1,,1,,,,,,
5/14/2007,C172,172BJ,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
5/15/2007,C172,99329,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
5/15/2007,C152,6209Q,AXH-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
5/15/2007,C152,6209Q,AXH-AXH,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
5/16/2007,C172,172BJ,AXH-LBX-AXH,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
5/16/2007,PA28R-200,3023K,AXH-AXH,1,1.5,1,,,,,,,1.5,,1.5,,,,,,
